Année,Numéro,Département,Code INSEE,Nom de la commune,Date de première alerte,Surface parcourue (m2),Surface forêt (m2),Surface maquis garrigues (m2),Autres surfaces naturelles hors forêt (m2),Surfaces agricoles (m2),Autres surfaces (m2),Surface autres terres boisées (m2),Surfaces non boisées naturelles (m2),Surfaces non boisées artificialisées (m2),Surfaces non boisées (m2),Précision des surfaces,Type de peuplement,Décès ou bâtiments touchés,Nombre de décès,Nombre de bâtiments totalement détruits,Nombre de bâtiments partiellement détruits,Précision de la donnée,Nature,Malveillant
2022,17362,2B,2B143,Linguizzetta,2022-07-15 15:52:00,2000,,,,,,,,,,,,,,,,,Malveillance,1
2024,640,34,34062,Caussiniojouls,2024-02-20 19:07:00,5479,0.0,5479.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Malveillance,1
2022,20931,34,34341,Villeveyrac,2022-02-22 11:08:00,10895,,10895.0,,,,,,,,,1.0,,,,,,Involontaire (travaux),0
2023,5013,13,13015,Bouc-Bel-Air,2023-07-11 16:44:00,5,5.0,0.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Accidentelle,0
2022,14276,13,13001,Aix-en-Provence,2022-03-31 16:38:00,500,500.0,,,,,,,,,,1.0,,,,,,Involontaire (particulier),0
2022,18663,4,4053,Châteauneuf-Val-Saint-Donat,2022-08-17 22:40:00,60,60.0,,,,,,,,,,,,,,,,Naturelle,0
2023,1314,13,13091,Saint-Cannat,2023-03-22 14:13:00,1000,1000.0,,,,,,,,,Estimées,1.0,Non,,,,,Involontaire (particulier),0
2023,578,7,7284,Saint-Pierre-Saint-Jean,2023-02-10 13:03:00,3000,3000.0,0.0,0.0,0.0,0.0,,,,,Estimées,5.0,Non,,,,,Involontaire (particulier),0
2023,8395,41,41043,Châtillon-sur-Cher,2023-08-20 15:14:00,28000,28000.0,,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Malveillance,1
2022,7124,61,61126,Coulonges-sur-Sarthe,2022-09-16 20:17:30,2000,0.0,,2000.0,,,2000.0,0.0,,,,,,,,,Données partielles ou non valides,Malveillance,1
2022,14244,4,4170,La Rochette,2022-04-08 13:03:00,867100,867010.0,,,,,,,,90.0,,5.0,,,,,,Malveillance,1
2024,466,34,34092,Cruzy,2024-02-11 18:47:00,1418,1418.0,0.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Malveillance,1
2023,7076,13,13107,Simiane-Collongue,2023-08-04 22:40:00,200,200.0,0.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Malveillance,1
2023,4906,13,13117,Vitrolles,2023-07-06 16:35:00,3,3.0,0.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Involontaire (particulier),0
2023,8317,84,84076,Mirabeau,2023-03-15 16:39:00,21100,21100.0,0.0,0.0,0.0,0.0,,,,,Mesurées,4.0,Non,,,,,Involontaire (particulier),0
2023,21371,83,83116,Saint-Maximin-la-Sainte-Baume,2023-01-24 19:26:00,10,0.0,10.0,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,Données partielles ou non valides,Involontaire (particulier),0
2022,18416,34,34235,Rosis,2022-08-07 16:29:00,71168,71168.0,,,,,,,,,,1.0,,,,,,Malveillance,1
2023,964,74,74289,Vallières-sur-Fier,2023-02-26 13:35:00,1560,1560.0,,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Accidentelle,0
2022,18948,13,13079,Puyloubier,2022-08-14 14:18:00,10,10.0,,,,,,,,,,1.0,,,,,,Naturelle,0
2024,28850,7,7339,Vesseaux,2024-08-25 22:41:00,20000,20000.0,0.0,0.0,0.0,0.0,,,,,Estimées,4.0,Non,,,,,Malveillance,1
2022,18555,34,34279,Saint-Nazaire-de-Ladarez,2022-08-06 22:27:00,458,0.0,458.0,,,,,,,,,1.0,,,,,,Malveillance,1
2022,9189,12,12003,Les Albres,2022-08-08 13:59:00,64400,63500.0,,0.0,,,0.0,0.0,900.0,900.0,Mesurées,,,,,,,Malveillance,1
2022,7324,61,61234,Lonrai,2022-06-12 15:53:56,200000,0.0,,200000.0,,,200000.0,0.0,,,,,,,,,Données partielles ou non valides,Malveillance,1
2023,7031,6,6023,Breil-sur-Roya,2023-08-06 15:06:00,10,0.0,10.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0
2024,22773,13,13056,Martigues,2024-08-26 00:46:00,300,300.0,0.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Malveillance,1
2022,16242,30,30169,Milhaud,2022-07-08 00:20:00,138303,,138303.0,,,,,,,,,1.0,,,,,,Accidentelle,0
2023,17240,40,40234,Pouydesseaux,2023-04-08 17:06:00,1500,1500.0,,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Accidentelle,0
2022,19716,13,13030,Cuges-les-Pins,2022-09-29 11:01:00,500,500.0,,,,,,,,,,1.0,,,,,,Involontaire (travaux),0
2022,4830,81,81066,Caucalières,2022-09-21 11:35:00,1000,1000.0,,0.0,,,0.0,0.0,0.0,0.0,Estimées,,,,,,,Accidentelle,0
2022,17373,11,11115,Cuxac-Cabardès,2022-07-17 20:08:00,400,,,,,,,,,,,,,,,,,Malveillance,1
2024,26933,24,24272,Minzac,2024-08-08 17:39:00,1000,1000.0,,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Involontaire (particulier),0
2023,21767,83,83066,Ginasservis,2023-08-18 11:02:00,5,5.0,0.0,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,Données partielles ou non valides,Accidentelle,0
2024,20853,11,11395,Trassanel,2024-07-08 19:13:00,4030,0.0,4030.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Malveillance,1
2023,1317,13,13046,Gréasque,2023-03-27 18:46:00,100,100.0,,,,,,,,,Estimées,1.0,Non,,,,,Involontaire (particulier),0
2022,17413,4,4172,Roumoules,2022-02-07 15:11:00,200,200.0,,,,,,,,,,,,,,,,Involontaire (particulier),0
2023,20029,33,33555,Marcheprime,2023-08-25 13:23:00,1000,1000.0,,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Naturelle,0
2023,21492,83,83043,Collobrières,2023-04-07 09:50:00,2,0.0,2.0,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,Données partielles ou non valides,Involontaire (particulier),0
2023,21702,83,83107,Roquebrune-sur-Argens,2023-07-31 00:56:00,8229,0.0,1000.0,1229.0,6000.0,0.0,,,,,Estimées,,Non,,,,Données partielles ou non valides,Accidentelle,0
2024,22008,4,4053,Châteauneuf-Val-Saint-Donat,2024-08-15 08:36:00,20,20.0,0.0,0.0,0.0,0.0,,,,,Estimées,,,,,,Données partielles ou non valides,Naturelle,0
2023,7447,43,43162,Retournac,2023-08-17 18:01:00,5000,5000.0,,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Malveillance,1
2022,11509,33,33192,Gradignan,2022-05-27 20:52:00,1000,1000.0,,0.0,,,0.0,,,0.0,Estimées,,Non,,,,,Malveillance,1
2024,24962,11,11102,Couffoulens,2024-10-17 20:19:00,20,0.0,20.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Involontaire (travaux),0
2023,12051,11,11431,Villeneuve-les-Corbières,2023-11-22 13:50:00,15,0.0,15.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Involontaire (travaux),0
2022,18654,4,4039,Castellane,2022-08-14 18:50:00,25,25.0,,,,,,,,,,,,,,,,Naturelle,0
2023,17114,16,16424,Yviers,2023-07-29 02:58:44,15000,15000.0,,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Malveillance,1
2022,20554,6,6059,Èze,2022-07-24 00:45:00,120,,,,,,,,,,,,,,,,,Involontaire (particulier),0
2022,18955,13,13108,Tarascon,2022-08-17 00:18:00,120,120.0,,,,,,,,,,1.0,,,,,,Naturelle,0
2023,17256,40,40046,Biscarrosse,2023-06-02 21:01:00,2,2.0,,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Naturelle,0
2022,17210,4,4209,Sisteron,2022-07-19 16:04:00,1200,1200.0,,,,,,,,,,,,,,,,Naturelle,0
2023,7622,11,11324,Roubia,2023-08-10 14:13:00,18,0.0,18.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Involontaire (particulier),0
2023,10073,13,13084,La Roque-d'Anthéron,2023-09-08 11:46:00,400,400.0,0.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Involontaire (particulier),0
2023,17333,40,40165,Luglon,2023-09-02 09:00:00,2,2.0,,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Naturelle,0
2022,21159,11,11398,Treilles,2022-11-26 19:17:00,15,,,,,,,,,,,,,,,,,Involontaire (particulier),0
2022,15950,11,11251,Val-de-Dagne,2022-01-30 13:22:00,8900,,,,,,,,,,,,,,,,,Malveillance,1
2023,3686,11,11266,Port-la-Nouvelle,2023-01-27 13:17:00,300,10.0,290.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Accidentelle,0
2024,28281,2A,2A204,Pastricciola,2024-08-28 16:33:00,5,5.0,0.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Naturelle,0
2023,88,6,6050,Coursegoules,2023-02-04 16:53:00,5000,0.0,5000.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0
2024,27627,2A,2A098,Coti-Chiavari,2024-06-29 14:15:00,37000,0.0,37000.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Accidentelle,0
2024,21262,13,13030,Cuges-les-Pins,2024-07-18 12:35:00,50,50.0,0.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Involontaire (particulier),0
2023,21501,83,83150,Vinon-sur-Verdon,2023-04-09 16:59:00,100000,100000.0,0.0,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,Données partielles ou non valides,Involontaire (particulier),0
2023,21580,83,83118,Saint-Raphaël,2023-05-07 16:05:00,250,0.0,250.0,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,Données partielles ou non valides,Malveillance,1
2023,8711,2B,2B110,Favalello,2023-09-08 08:07:00,105000,0.0,105000.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Malveillance,1
2022,7303,61,61007,Athis-Val de Rouvre,2022-07-11 16:03:02,3000,0.0,,3000.0,,,3000.0,0.0,,,,,,,,,Données partielles ou non valides,Malveillance,1
2024,22895,13,13055,Marseille,2024-07-30 20:46:00,50,0.0,50.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Malveillance,1
2023,13893,66,66069,Espira-de-l'Agly,2023-01-18 11:36:00,500,500.0,0.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Malveillance,1
2024,21814,5,5026,Ceillac,2024-08-08 06:58:00,50,50.0,0.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0
2023,8084,26,26236,Pierrelongue,2023-07-27 16:29:00,13600,13600.0,0.0,0.0,0.0,0.0,,,,,Estimées,4.0,Non,,,,,Malveillance,1
2023,21796,83,83070,Le Lavandou,2023-09-02 12:45:00,120,120.0,0.0,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,Données partielles ou non valides,Involontaire (travaux),0
2022,11705,33,33190,Goualade,2022-08-05 09:53:00,8000,8000.0,,0.0,,,0.0,,,0.0,Estimées,,Non,,,,,Accidentelle,0
2024,22804,13,13046,Gréasque,2024-07-27 21:18:00,20,20.0,0.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Involontaire (particulier),0
2023,17248,40,40046,Biscarrosse,2023-04-21 20:50:00,50,50.0,,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Naturelle,0
2023,10081,13,13022,Cassis,2023-10-04 21:18:00,200,200.0,0.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Involontaire (particulier),0
2023,8559,13,13113,Venelles,2023-08-15 14:13:00,70,70.0,0.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Accidentelle,0
2022,17869,83,83137,Toulon,2022-07-31 05:05:00,200,200.0,,,,,,,,,,4.0,,,,,,Involontaire (particulier),0
2022,118,15,15149,Paulhenc,2022-03-10 06:02:00,10000,0.0,,10000.0,,,10000.0,0.0,0.0,0.0,Estimées,,,,,,,Involontaire (travaux),0
2023,21865,83,83067,Gonfaron,2023-11-25 06:47:00,50,0.0,50.0,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,Données partielles ou non valides,Malveillance,1
2022,14251,13,13068,Paradou,2022-03-24 06:12:00,5,5.0,,,,,,,,,,1.0,,,,,,Involontaire (particulier),0
2022,6599,56,56009,Bangor,2022-07-27 22:39:00,2,0.0,,2.0,,,2.0,0.0,0.0,0.0,Mesurées,,,,,,,Involontaire (particulier),0
2022,13568,6,6074,Lantosque,2022-01-04 17:10:00,5000,1000.0,4000.0,,,,,,,,,1.0,,,,,,Involontaire (particulier),0
2024,21739,48,48009,Peyre en Aubrac,2024-08-12 13:00:00,20,0.0,20.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Accidentelle,0
2022,15650,48,48017,Banassac-Canilhac,2022-03-06 15:37:00,20000,,20000.0,,,,,,,,,3.0,,,,,,Involontaire (travaux),0
2023,7286,34,34123,Juvignac,2023-08-04 00:59:00,5143,0.0,5143.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Malveillance,1
2022,15964,11,11244,Montfort-sur-Boulzane,2022-02-24 17:28:00,600,,,,,,,,,,,,,,,,,Involontaire (travaux),0
2024,22112,6,6129,Saint-Sauveur-sur-Tinée,2024-08-23 13:47:00,200,200.0,0.0,0.0,0.0,0.0,,,,,Estimées,4.0,Non,,,,,Naturelle,0
2023,21804,83,83073,Le Luc,2023-09-07 17:19:00,200,0.0,200.0,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,Données partielles ou non valides,Involontaire (particulier),0
2022,16018,11,11262,Narbonne,2022-06-04 02:59:00,2000,,,,,,,,,,,,,,,,,Accidentelle,0
2022,14048,2B,2B235,Pioggiola,2022-03-11 11:04:00,13000,3000.0,10000.0,,,,,,,,,1.0,,,,,,Malveillance,1
2023,7020,6,6055,Duranus,2023-07-27 15:12:00,100,0.0,100.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Naturelle,0
2022,18695,66,66205,Tautavel,2022-08-02 23:50:00,1037,,,,,,,,,1037.0,,1.0,,,,,,Malveillance,1
2024,28266,2A,2A017,Appietto,2024-08-13 01:24:00,10000,0.0,10000.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Malveillance,1
2023,20020,33,33380,Val-de-Livenne,2023-08-10 17:57:22,1000,1000.0,,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Malveillance,1
2023,8554,13,13091,Saint-Cannat,2023-08-12 15:08:00,10,10.0,0.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Accidentelle,0
2022,5499,29,29266,Saint-Thégonnec Loc-Eguiner,2022-08-03 16:06:00,100,0.0,,100.0,,,100.0,0.0,0.0,0.0,Estimées,,,,,,,Involontaire (particulier),0
2022,10866,40,40051,Bougue,2022-08-15 15:15:00,10690,10690.0,,0.0,,,0.0,,,0.0,Estimées,,Non,,,,,Naturelle,0
2022,14946,84,84052,Grambois,2022-01-06 17:52:00,15,,,,,,,,,15.0,,,,,,,,Involontaire (particulier),0
2023,698,5,5068,Jarjayes,2023-03-06 16:33:00,700,700.0,0.0,0.0,0.0,0.0,,,,,Mesurées,4.0,Non,,,,,Involontaire (travaux),0
2022,16003,11,11198,Laure-Minervois,2022-05-01 19:23:00,700,,,,,,,,,,,,,,,,,Accidentelle,0
2022,323,15,15012,Arpajon-sur-Cère,2022-04-30 15:50:00,20,0.0,,20.0,,,20.0,0.0,0.0,0.0,Mesurées,,,,,,,Involontaire (particulier),0
2023,20025,33,33122,Cestas,2023-08-22 20:57:00,5000,5000.0,,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Malveillance,1
2024,19629,74,74042,Bonneville,2024-05-11 10:28:00,1,1.0,,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0
2024,28674,7,7200,Le Roux,2024-02-03 16:27:00,8000,8000.0,0.0,0.0,0.0,0.0,,,,,Estimées,3.0,Non,,,,,Involontaire (travaux),0
2023,21811,83,83153,Saint-Mandrier-sur-Mer,2023-09-13 16:58:00,100010,0.0,100010.0,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,Données partielles ou non valides,Malveillance,1
2023,19857,33,33300,Naujac-sur-Mer,2023-04-20 12:02:05,5000,5000.0,,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Accidentelle,0
2024,20924,34,34213,Poussan,2024-07-18 16:19:00,14358,14358.0,0.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Accidentelle,0
2024,440,4,4237,Le Vernet,2024-02-18 18:27:00,500,500.0,0.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Involontaire (travaux),0
2023,21048,30,30200,Pompignan,2023-10-14 04:57:00,70,70.0,0.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Malveillance,1
2022,11417,33,33503,Saumos,2022-09-12 15:21:00,32480000,32480000.0,,0.0,,,0.0,0.0,0.0,0.0,Mesurées,,Non,,,,,Malveillance,1
2022,18203,7,7085,Empurany,2022-08-10 14:17:00,121000,60000.0,49000.0,,,,,,,12000.0,,3.0,,,,,,Accidentelle,0
2024,5,66,66043,Casteil,2024-01-01 12:02:00,2000,2000.0,0.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0
2022,18140,34,34258,Saint-Geniès-de-Fontedit,2022-07-21 14:57:00,30135,0.0,30135.0,,,,,,,,,1.0,,,,,,Malveillance,1
2022,14889,66,66018,La Bastide,2022-05-21 12:21:00,2000,2000.0,,,,,,,,,,5.0,,,,,,Involontaire (particulier),0
2022,14127,6,6132,Saorge,2022-03-29 20:13:00,5500,5500.0,,,,,,,,,,3.0,,,,,,Involontaire (particulier),0
2022,15427,66,66049,Céret,2022-06-10 20:53:00,100,,50.0,,,,,,,50.0,,1.0,,,,,,Accidentelle,0
2022,2295,90,90010,Belfort,2022-03-26 16:06:00,15000,15000.0,,0.0,,,0.0,0.0,0.0,0.0,Estimées,,,,,,,Involontaire (particulier),0
2022,637,81,81063,Castelnau-de-Lévis,2022-06-13 18:07:00,30000,0.0,,10000.0,,,10000.0,0.0,20000.0,20000.0,Estimées,,,,,,,Involontaire (travaux),0
2023,19991,33,33001,Abzac,2023-08-10 17:27:00,300,150.0,,150.0,0.0,0.0,,,,,Estimées,,Non,,,,,Malveillance,1
2023,10527,89,89067,Cézy,2023-09-06 05:13:00,10,10.0,,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Accidentelle,0
2023,21583,83,83072,Lorgues,2023-05-09 16:06:00,500,500.0,0.0,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,Données partielles ou non valides,Malveillance,1
2022,10938,40,40169,Maillas,2022-06-03 19:34:00,50,50.0,,0.0,,,0.0,,,0.0,Estimées,,Non,,,,,Naturelle,0
2022,7208,61,61001,Alençon,2022-08-01 19:44:19,200,0.0,,200.0,,,200.0,0.0,,,,,,,,,Données partielles ou non valides,Malveillance,1
2024,24281,976,97606,Chirongui,2024-08-04 12:50:00,30000,30000.0,,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Involontaire (travaux),0
2023,11415,13,13098,Saint-Mitre-les-Remparts,2023-10-23 16:30:00,300,300.0,0.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Malveillance,1
2023,18799,47,47016,Aubiac,2023-08-07 15:37:41,1500,1500.0,,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Involontaire (travaux),0
2022,7476,56,56126,Marzan,2022-09-05 18:25:00,800,0.0,,800.0,,,800.0,0.0,0.0,0.0,Estimées,,,,,,,Accidentelle,0
2023,6203,30,30220,Roquedur,2023-02-05 17:34:00,233,233.0,0.0,0.0,0.0,0.0,,,,,Mesurées,2.0,Non,,,,,Involontaire (particulier),0
2023,12556,2B,2B250,Prunelli-di-Casacconi,2023-12-02 14:46:00,15000,10000.0,5000.0,0.0,0.0,0.0,,,,,Estimées,2.0,Non,,,,,Malveillance,1
2023,20891,30,30141,Laudun-l'Ardoise,2023-08-10 13:00:00,7744,7744.0,0.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Involontaire (travaux),0
2023,581,7,7081,Dompnac,2023-02-13 13:54:00,15000,15000.0,0.0,0.0,0.0,0.0,,,,,Estimées,3.0,Non,,,,,Involontaire (travaux),0
2023,11389,2B,2B039,Bisinchi,2023-11-05 15:21:00,55,0.0,55.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Malveillance,1
2022,17474,30,30343,Verfeuil,2022-07-28 12:28:00,82,82.0,,,,,,,,,,2.0,,,,,,Malveillance,1
2023,14849,27,27678,Les Ventes,2023-06-15 08:17:00,1,1.0,,0.0,0.0,0.0,,,,,Estimées,,Non,,,,Données partielles ou non valides,Accidentelle,0
2024,20979,2B,2B124,Ghisoni,2024-07-22 10:41:00,85000,0.0,85000.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Naturelle,0
2023,5027,13,13106,Septèmes-les-Vallons,2023-07-17 00:40:00,500,500.0,0.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Malveillance,1
2023,8555,13,13059,Meyrargues,2023-08-12 01:25:00,10,10.0,0.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Malveillance,1
2023,11385,2B,2B039,Bisinchi,2023-10-31 12:17:00,5000,0.0,5000.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Malveillance,1
2023,19887,33,33042,Belin-Béliet,2023-06-06 13:51:00,150,150.0,,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Naturelle,0
2023,4824,13,13022,Cassis,2023-06-11 15:39:00,20,20.0,0.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Involontaire (particulier),0
2023,1847,2B,2B039,Bisinchi,2023-04-29 16:14:00,3500,0.0,3500.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Malveillance,1
2022,18683,66,66003,Amélie-les-Bains-Palalda,2022-08-02 08:42:00,71,71.0,,,,,,,,,,5.0,,,,,,Malveillance,1
2022,17702,34,34321,Valergues,2022-07-26 18:09:00,3863,,3863.0,,,,,,,,,1.0,,,,,,Malveillance,1
2022,20996,11,11262,Narbonne,2022-11-10 16:26:00,5000,,,,,,,,,,,,,,,,,Involontaire (travaux),0
2022,7236,61,61440,Saint-Ouen-sur-Iton,2022-07-25 18:03:27,100000,0.0,,100000.0,,,100000.0,0.0,,,,,,,,,Données partielles ou non valides,Malveillance,1
2022,5358,82,82048,Dieupentale,2022-09-05 16:12:00,4000,0.0,,4000.0,,,4000.0,0.0,0.0,0.0,Estimées,,,,,,Données partielles ou non valides,Accidentelle,0
2023,1316,13,13039,Fos-sur-Mer,2023-03-26 10:51:00,50,50.0,,,,,,,,,Estimées,1.0,Non,,,,,Involontaire (particulier),0
2022,10633,24,24294,Montpon-Ménestérol,2022-08-03 20:16:00,5000,5000.0,,0.0,,,0.0,0.0,0.0,0.0,Estimées,,Non,,,,,Malveillance,1
2022,21737,6,6074,Lantosque,2022-02-23 13:21:00,2500,,,,,,,,,,,1.0,,,,,,Malveillance,1
2022,21677,2A,2A247,Porto-Vecchio,2022-06-11 15:31:00,1418,,1418.0,,,,,,,,,,,,,,,Malveillance,1
2023,7028,4,4068,Dauphin,2023-08-05 22:26:00,10,10.0,0.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Accidentelle,0
2023,8300,13,13055,Marseille,2023-08-21 18:18:00,200,0.0,200.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Involontaire (particulier),0
2022,3300,35,35211,Paimpont,2022-07-10 09:12:00,10000,10000.0,,0.0,,,0.0,0.0,0.0,0.0,Estimées,,,,,,,Involontaire (travaux),0
2023,1854,29,29232,Quimper,2023-04-10 04:08:00,5,5.0,,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Malveillance,1
2024,26925,24,24137,Coulaures,2024-07-26 09:09:00,100,100.0,,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Accidentelle,0
2023,17352,40,40313,Tartas,2023-09-25 16:26:00,20,20.0,,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Accidentelle,0
2023,21885,83,83028,Callas,2023-12-12 20:39:00,1,0.0,1.0,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,Données partielles ou non valides,Involontaire (particulier),0
2023,1373,2B,2B252,Pruno,2023-04-01 07:37:00,10000,10000.0,0.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Malveillance,1
2023,1230,6,6088,Nice,2023-04-01 03:11:00,46900,46400.0,0.0,460.0,0.0,40.0,,,,,Mesurées,4.0,Non,,,,,Involontaire (particulier),0
2022,11950,33,33514,Soulac-sur-Mer,2022-08-05 06:33:00,3000,3000.0,,0.0,,,0.0,0.0,0.0,0.0,Estimées,,Non,,,,,Malveillance,1
2022,18222,30,30295,Saint-Quentin-la-Poterie,2022-07-24 16:37:00,512700,302700.0,,,,,,,,210000.0,,4.0,,,,,,Malveillance,1
2022,15194,13,13033,Ensuès-la-Redonne,2022-06-04 19:08:00,7,7.0,,,,,,,,,,1.0,,,,,,Involontaire (particulier),0
2023,10077,13,13056,Martigues,2023-09-30 20:02:00,2000,2000.0,0.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Malveillance,1
2023,7011,6,6023,Breil-sur-Roya,2023-07-25 12:04:00,2000,0.0,2000.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Naturelle,0
2023,14670,66,66100,Llo,2023-10-18 13:36:00,571,571.0,0.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Involontaire (particulier),0
2023,11374,2B,2B286,Sorbo-Ocagnano,2023-10-28 10:26:00,52000,12000.0,35000.0,5000.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Malveillance,1
2022,18853,13,13002,Allauch,2022-07-03 01:59:00,3000,3000.0,,,,,,,,,,1.0,,,,,,Involontaire (particulier),0
2024,21810,26,26321,Saint-Nazaire-le-Désert,2024-08-15 16:18:00,20,0.0,20.0,0.0,0.0,0.0,,,,,Estimées,4.0,Non,,,,,Naturelle,0
2023,10783,2B,2B229,Pietroso,2023-10-15 08:20:00,100,0.0,100.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Malveillance,1
2023,21383,83,83143,Le Val,2023-01-31 15:49:00,500,0.0,500.0,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,Données partielles ou non valides,Involontaire (particulier),0
2023,21558,83,83027,La Cadière-d'Azur,2023-04-27 14:11:00,50,0.0,50.0,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,Données partielles ou non valides,Involontaire (particulier),0
2023,9378,6,6144,La Tour,2023-09-15 07:39:00,11300,900.0,0.0,10400.0,0.0,0.0,,,,,Estimées,,Non,,,,,Naturelle,0
